Date,Business Purpose,From,To,Miles,Category,Rate,Amount At Rate,Parking,Tolls,Vehicle,Notes
2025-10-22,Business,"1175 University Dr, Burlington, NC, 27215, United States","1451 University Dr, Burlington, NC, 27215, United States",1.4,Business,0.7,0.98,0.0,0.0,🐎,Start: 15:08 · MileIQ
2025-10-22,Business,"1451 University Dr, Burlington, NC, 27215, United States","618 N 2nd Ave, Siler City, NC, 27344, United States",31.2,Business,0.7,21.84,0.0,0.0,🐎,Start: 16:24 · MileIQ
2025-10-22,Business,"610 N 2nd Ave, Siler City, NC, 27344, United States",home/office,1.9,Business,0.7,1.33,0.0,0.0,🐎,Start: 17:31 · MileIQ
2025-10-23,solicitation,"53 John Emerson Rd, Siler City, NC, 27344, United States","910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",39.5,Business,0.7,27.65,0.0,0.0,🐎,Start: 17:42 · MileIQ
2025-10-23,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,38.7,Business,0.7,27.09,0.0,0.0,🐎,Start: 20:48 · MileIQ
2025-10-24,Business,"1754 W 3rd St, Siler City, NC, 27344, United States","1740 E 11th St, Siler City, NC, 27344, United States",3.4,Business,0.7,2.38,0.0,0.0,🐎,Start: 13:54 · MileIQ
2025-10-24,Business,"1740 E 11th St, Siler City, NC, 27344, United States","1468 NC-66, Kernersville, NC, 27284, United States",55.7,Business,0.7,38.99,0.0,0.0,🐎,Start: 14:12 · MileIQ
2025-10-24,Business,"1451 NC-66, Kernersville, NC, 27284, United States","203 Broad St, Martinsville, VA, 24112, United States",52.8,Business,0.7,36.96,0.0,0.0,🐎,Start: 15:30 · MileIQ
2025-10-24,Business,"157 E Market St, Martinsville, VA, 24112, United States","1605 E 11th St, Siler City, NC, 27344, United States",88.8,Business,0.7,62.16,0.0,0.0,🐎,Start: 17:13 · MileIQ
2025-10-24,Business,"1509 Duet Dr, Siler City, NC, 27344, United States",home/office,2.6,Business,0.7,1.82,0.0,0.0,🐎,Start: 18:52 · MileIQ
2025-10-25,Business,home/office,"206 Spencer St, High Point, NC, 27265, United States",40.1,Business,0.7,28.07,0.0,0.0,🐎,Start: 14:27 · MileIQ
2025-10-25,Business,"609 Greensboro Rd, High Point, NC, 27260, United States","367 Queens Way, Randleman, NC, 27317, United States",19.9,Business,0.7,13.93,0.0,0.0,🐎,Start: 17:29 · MileIQ
2025-10-25,Business,"1485 New Salem Rd, Randleman, NC, 27317, United States",home/office,24.6,Business,0.7,17.22,0.0,0.0,🐎,Start: 20:10 · MileIQ
2025-10-27,Business,"126 Miss Jane Way, Siler City, NC, 27344, United States","1303 S Main St, Lexington, NC, 27292, United States",47.7,Business,0.7,33.39,0.0,0.0,🐎,Start: 09:34 · MileIQ
2025-10-27,Business,"1303 S Main St, Lexington, NC, 27292, United States",home/office,53.5,Business,0.7,37.45,0.0,0.0,🐎,Start: 11:01 · MileIQ
2025-10-27,Business,home/office,"1322 E 11th St, Siler City, NC, 27344, United States",2.6,Business,0.7,1.82,0.0,0.0,🐎,Start: 12:57 · MileIQ
2025-10-27,Business,"1322 E 11th St, Siler City, NC, 27344, United States",home/office,3.5,Business,0.7,2.45,0.0,0.0,🐎,Start: 13:29 · MileIQ
2025-10-27,Business,home/office,"3804 Amber Way Cir SW, Roanoke, VA, 24018, United States",139.7,Business,0.7,97.79,0.0,0.0,🐎,Start: 15:16 · MileIQ
2025-10-27,Business,"3804 Amber Way Cir SW, Roanoke, VA, 24018, United States",home/office,140.6,Business,0.7,98.42,0.0,0.0,🐎,Start: 19:22 · MileIQ
2025-10-28,Business,home/office,home/office,2.5,Business,0.7,1.75,0.0,0.0,🐎,Start: 15:27 · MileIQ
2025-10-28,Meeting,home/office,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",36.5,Business,0.7,25.55,0.0,0.0,🐎,Start: 18:23 · MileIQ
2025-10-28,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States","2211 W Meadowview Rd, Greensboro, NC, 27407, United States",1.1,Business,0.7,0.77,0.0,0.0,🐎,Start: 22:33 · MileIQ
2025-10-28,Business,"3028 W Gate City Blvd, Greensboro, NC, 27403, United States",home/office,36.3,Business,0.7,25.41,0.0,0.0,🐎,Start: 22:53 · MileIQ
2025-10-29,Business,home/office,"US-64, Siler City, NC, 27344, United States",7.6,Business,0.7,5.32,0.0,0.0,🐎,Start: 13:54 · MileIQ
2025-10-29,Business,"150 Walmart Supercenter, Siler City, NC, 27344, United States",home/office,5.7,Business,0.7,3.99,0.0,0.0,🐎,Start: 14:52 · MileIQ
2025-10-29,Business,"53 John Emerson Rd, Siler City, NC, 27344, United States","364 Queens Way, Randleman, NC, 27317, United States",23.3,Business,0.7,16.31,0.0,0.0,🐎,Start: 16:23 · MileIQ
2025-10-29,Business,"364 Queens Way, Randleman, NC, 27317, United States","1019 High Point St, Randleman, NC, 27317, United States",11.6,Business,0.7,8.12,0.0,0.0,🐎,Start: 19:20 · MileIQ
2025-10-29,Business,"1021 High Point St, Randleman, NC, 27317, United States","367 Queens Way, Randleman, NC, 27317, United States",4.1,Business,0.7,2.87,0.0,0.0,🐎,Start: 20:29 · MileIQ
2025-10-30,Business,"4603 Old Greensboro Rd, Randleman, NC, 27317, United States",home/office,23.1,Business,0.7,16.17,0.0,0.0,🐎,Start: 13:47 · MileIQ
2025-10-30,Business,home/office,"4805 W Market St, Greensboro, NC, 27407, United States",42.8,Business,0.7,29.96,0.0,0.0,🐎,Start: 16:44 · MileIQ
2025-10-30,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States","1782 W 3rd St, Siler City, NC, 27344, United States",36.9,Business,0.7,25.83,0.0,0.0,🐎,Start: 23:44 · MileIQ
2025-10-31,Business,home/office,"1320 E 11th St, Siler City, NC, 27344, United States",4.2,Business,0.7,2.94,0.0,0.0,🐎,Start: 06:55 · MileIQ
2025-10-31,vehicle maintenance,"1322 E 11th St, Siler City, NC, 27344, United States",home/office,2.7,Business,0.7,1.89,0.0,0.0,🐎,Start: 07:20 · MileIQ
2025-10-31,Business,"1320 E 11th St, Siler City, NC, 27344, United States","112 Walmart Supercenter, Siler City, NC, 27344, United States",8.3,Business,0.7,5.81,0.0,0.0,🐎,Start: 11:54 · MileIQ
2025-10-31,Business,"111 Walmart Supercenter, Siler City, NC, 27344, United States","121 Lowes Dr, Pittsboro, NC, 27312, United States",18.9,Business,0.7,13.23,0.0,0.0,🐎,Start: 12:53 · MileIQ
2025-10-31,Business,"121 Lowes Dr, Pittsboro, NC, 27312, United States",home/office,19.6,Business,0.7,13.72,0.0,0.0,🐎,Start: 13:37 · MileIQ
2025-11-03,Business,home/office,"150 Walmart Supercenter, Siler City, NC, 27344, United States",4.1,Business,0.7,2.87,0.0,0.0,🐎,Start: 16:59 · MileIQ
2025-11-03,Business,"150 Walmart Supercenter, Siler City, NC, 27344, United States",home/office,5.5,Business,0.7,3.85,0.0,0.0,🐎,Start: 17:53 · MileIQ
2025-11-04,Business,"671 Ellington Rd, Siler City, NC, 27344, United States","3021 Spring Garden St, Greensboro, NC, Hewitt Area, 27403, United States",37.5,Business,0.7,26.25,0.0,0.0,🐎,Start: 18:17 · MileIQ
2025-11-04,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,41.2,Business,0.7,28.84,0.0,0.0,🐎,Start: 21:22 · MileIQ
2025-11-05,Business,home/office,"4222 NC 42, Asheboro, NC, 27205, United States",17.6,Business,0.7,12.32,0.0,0.0,🐎,Start: 09:00 · MileIQ
2025-11-05,Business,"4222 NC 42, Asheboro, NC, 27205, United States","801 NC-66, Kernersville, NC, 27284, United States",53.4,Business,0.7,37.38,0.0,0.0,🐎,Start: 09:51 · MileIQ
2025-11-05,Business,"725 NC-66, Kernersville, NC, 27284, United States","4222 NC 42, Asheboro, NC, 27205, United States",50.9,Business,0.7,35.63,0.0,0.0,🐎,Start: 11:10 · MileIQ
2025-11-05,Business,"4222 NC 42, Asheboro, NC, 27205, United States",home/office,18.5,Business,0.7,12.95,0.0,0.0,🐎,Start: 12:47 · MileIQ
2025-11-05,Business,"1754 W 3rd St, Siler City, NC, 27344, United States","4816 Woody Mill Rd, Greensboro, NC, 27406, United States",31.3,Business,0.7,21.91,0.0,0.0,🐎,Start: 13:29 · MileIQ
2025-11-05,Business,"123 NC-62, Randleman, NC, 27317, United States","4222 NC 42, Asheboro, NC, 27205, United States",29.3,Business,0.7,20.51,0.0,0.0,🐎,Start: 14:35 · MileIQ
2025-11-05,Business,"4222 NC 42, Asheboro, NC, 27205, United States",home/office,18.6,Business,0.7,13.02,0.0,0.0,🐎,Start: 15:41 · MileIQ
2025-11-06,Business,"1118 W 3rd St, Siler City, NC, 27344, United States","235 Chatham Sq, Siler City, NC, 27344, United States",3.7,Business,0.7,2.59,0.0,0.0,🐎,Start: 13:33 · MileIQ
2025-11-06,Business,"235 Chatham Sq, Siler City, NC, 27344, United States","101 S Chimney Rock Rd, Greensboro, NC, 27409, United States",42.5,Business,0.7,29.75,0.0,0.0,🐎,Start: 13:51 · MileIQ
2025-11-06,Business,"101 S Chimney Rock Rd, Greensboro, NC, 27409, United States","5932 US-311, Sophia, NC, 27350, United States",26.3,Business,0.7,18.41,0.0,0.0,🐎,Start: 14:41 · MileIQ
2025-11-06,Business,"5932 US-311, Sophia, NC, 27350, United States","367 Queens Way, Randleman, NC, 27317, United States",6.9,Business,0.7,4.83,0.0,0.0,🐎,Start: 16:37 · MileIQ
2025-11-06,Business,"367 Queens Way, Randleman, NC, 27317, United States","910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",21.3,Business,0.7,14.91,0.0,0.0,🐎,Start: 17:58 · MileIQ
2025-11-07,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,37.5,Business,0.7,26.25,0.0,0.0,🐎,Start: 00:09 · MileIQ
2025-11-11,Business,home/office,"215 Cedar Lodge Rd, Thomasville, NC, 27360, United States",53.5,Business,0.7,37.45,0.0,0.0,🐎,Start: 15:49 · MileIQ
2025-11-11,Business,"215 Cedar Lodge Rd, Thomasville, NC, 27360, United States","3802 S Holden Rd, Greensboro, NC, 27406, United States",19.0,Business,0.7,13.3,0.0,0.0,🐎,Start: 17:38 · MileIQ
2025-11-11,Business,"3802 S Holden Rd, Greensboro, NC, 27406, United States","900 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",4.6,Business,0.7,3.22,0.0,0.0,🐎,Start: 18:20 · MileIQ
2025-11-11,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,38.8,Business,0.7,27.16,0.0,0.0,🐎,Start: 22:54 · MileIQ
2025-11-12,Business,home/office,"215 Cedar Lodge Rd, Thomasville, NC, 27360, United States",73.7,Business,0.7,51.59,0.0,0.0,🐎,Start: 11:55 · MileIQ
2025-11-12,Business,"215 Cedar Lodge Rd, Thomasville, NC, 27360, United States","5932 US-311, Sophia, NC, 27350, United States",17.1,Business,0.7,11.97,0.0,0.0,🐎,Start: 14:38 · MileIQ
2025-11-12,Business,"5932 US-311, Sophia, NC, 27350, United States","1006 S Main St, Randleman, NC, 27317, United States",3.8,Business,0.7,2.66,0.0,0.0,🐎,Start: 15:20 · MileIQ
2025-11-12,Business,"1006 S Main St, Randleman, NC, 27317, United States","5932 US-311, Sophia, NC, 27350, United States",3.7,Business,0.7,2.59,0.0,0.0,🐎,Start: 16:03 · MileIQ
2025-11-12,Business,"5932 US-311, Sophia, NC, 27350, United States","367 Queens Way, Randleman, NC, 27317, United States",6.9,Business,0.7,4.83,0.0,0.0,🐎,Start: 16:33 · MileIQ
2025-11-12,Business,"367 Queens Way, Randleman, NC, 27317, United States",home/office,24.2,Business,0.7,16.94,0.0,0.0,🐎,Start: 20:32 · MileIQ
2025-11-13,Business,home/office,"215 Cedar Lodge Rd, Thomasville, NC, 27360, United States",50.1,Business,0.7,35.07,0.0,0.0,🐎,Start: 12:33 · MileIQ
2025-11-13,Business,"1115 Randolph St, Thomasville, NC, 27360, United States","1115 Randolph St, Thomasville, NC, 27360, United States",1.7,Business,0.7,1.19,0.0,0.0,🐎,Start: 13:47 · MileIQ
2025-11-13,Business,"1115 Randolph St, Thomasville, NC, 27360, United States",home/office,50.4,Business,0.7,35.28,0.0,0.0,🐎,Start: 13:52 · MileIQ
2025-11-13,Business,home/office,high falls oil,62.8,Business,0.7,43.96,0.0,0.0,🐎,Start: 15:28 · MileIQ
2025-11-13,Business,"109 Bonita Dr, Greensboro, NC, 27405, United States","3113 Collier Dr, Greensboro, NC, Lindley Park, 27403, United States",11.4,Business,0.7,7.98,0.0,0.0,🐎,Start: 17:57 · MileIQ
2025-11-13,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,36.8,Business,0.7,25.76,0.0,0.0,🐎,Start: 23:41 · MileIQ
2025-11-14,Business,home/office,high falls oil,35.8,Business,0.7,25.06,0.0,0.0,🐎,Start: 11:36 · MileIQ
2025-11-14,Business,high falls oil,home/office,37.6,Business,0.7,26.32,0.0,0.0,🐎,Start: 14:02 · MileIQ
2025-11-14,Business,home/office,high falls oil,37.6,Business,0.7,26.32,0.0,0.0,🐎,Start: 15:23 · MileIQ
2025-11-14,Business,high falls oil,home/office,36.0,Business,0.7,25.2,0.0,0.0,🐎,Start: 16:45 · MileIQ
2025-11-14,Business,home/office,home/office,5.9,Business,0.7,4.13,0.0,0.0,🐎,Start: 18:29 · MileIQ
2025-11-17,Business,home/office,"1732 Battleground Ave, Greensboro, NC, Old Irving Park, 27408, United States",36.2,Business,0.7,25.34,0.0,0.0,🐎,Start: 08:05 · MileIQ
2025-11-17,Business,"1700 Benjamin Pkwy, Greensboro, NC, Guilford Hills, 27408, United States","903 Meade Dr, Greensboro, NC, Hamilton Hills, 27410, United States",5.5,Business,0.7,3.85,0.0,0.0,🐎,Start: 08:55 · MileIQ
2025-11-17,Business,"916 Meade Dr, Greensboro, NC, Hamilton Hills, 27410, United States","776 W Dixie Dr, Asheboro, NC, 27205, United States",41.7,Business,0.7,29.19,0.0,0.0,🐎,Start: 10:10 · MileIQ
2025-11-17,Business,"776 W Dixie Dr, Asheboro, NC, 27205, United States",home/office,21.5,Business,0.7,15.05,0.0,0.0,🐎,Start: 11:03 · MileIQ
2025-11-18,Business,home/office,"605 E 3rd St, Siler City, NC, 27344, United States",2.0,Business,0.7,1.4,0.0,0.0,🐎,Start: 10:30 · MileIQ
2025-11-18,Business,"608 E 3rd St, Siler City, NC, 27344, United States","916 Meade Dr, Greensboro, NC, Hamilton Hills, 27410, United States",44.7,Business,0.7,31.29,0.0,0.0,🐎,Start: 10:48 · MileIQ
2025-11-18,Business,"916 Meade Dr, Greensboro, NC, Hamilton Hills, 27410, United States","6930 W Market St, Greensboro, NC, 27409, United States",4.3,Business,0.7,3.01,0.0,0.0,🐎,Start: 13:29 · MileIQ
2025-11-18,Business,"6930 W Market St, Greensboro, NC, 27409, United States",high falls oil,18.1,Business,0.7,12.67,0.0,0.0,🐎,Start: 13:51 · MileIQ
2025-11-18,Business,high falls oil,"1426 E 11th St, Siler City, NC, 27344, United States",36.5,Business,0.7,25.55,0.0,0.0,🐎,Start: 14:53 · MileIQ
2025-11-18,Business,"702 E 3rd St, Siler City, NC, 27344, United States",home/office,2.1,Business,0.7,1.47,0.0,0.0,🐎,Start: 15:29 · MileIQ
2025-11-18,Meeting,home/office,"900 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",36.0,Business,0.7,25.2,0.0,0.0,🐎,Start: 17:46 · MileIQ
2025-11-18,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,36.3,Business,0.7,25.41,0.0,0.0,🐎,Start: 23:03 · MileIQ
2025-11-19,Business,home/office,"1671 W 3rd St, Siler City, NC, 27344, United States",2.4,Business,0.7,1.68,0.0,0.0,🐎,Start: 17:28 · MileIQ
2025-11-20,Business,home/office,"367 Queens Way, Randleman, NC, 27317, United States",106.6,Business,0.7,74.62,0.0,0.0,🐎,Start: 12:40 · MileIQ
2025-11-20,Business,"367 Queens Way, Randleman, NC, 27317, United States",home/office,24.4,Business,0.7,17.08,0.0,0.0,🐎,Start: 16:10 · MileIQ
2025-11-20,Business,home/office,"3113 Collier Dr, Greensboro, NC, Lindley Park, 27403, United States",36.3,Business,0.7,25.41,0.0,0.0,🐎,Start: 17:55 · MileIQ
2025-11-20,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,36.3,Business,0.7,25.41,0.0,0.0,🐎,Start: 21:11 · MileIQ
2025-11-26,Business,home/office,"325 Walmart Supercenter, Siler City, NC, 27344, United States",3.8,Business,0.7,2.66,0.0,0.0,🐎,Start: 20:40 · MileIQ
2025-11-26,Business,"112 Walmart Supercenter, Siler City, NC, 27344, United States",home/office,4.0,Business,0.7,2.8,0.0,0.0,🐎,Start: 21:19 · MileIQ
2025-11-26,Business,home/office,"300 Walmart Supercenter, Siler City, NC, 27344, United States",3.7,Business,0.7,2.59,0.0,0.0,🐎,Start: 21:33 · MileIQ
2025-11-26,Business,"112 Walmart Supercenter, Siler City, NC, 27344, United States",home/office,4.0,Business,0.7,2.8,0.0,0.0,🐎,Start: 22:04 · MileIQ
2025-11-26,Business,home/office,"150 Walmart Supercenter, Siler City, NC, 27344, United States",3.8,Business,0.7,2.66,0.0,0.0,🐎,Start: 22:30 · MileIQ
2025-11-26,Business,"1520 E 11th St, Siler City, NC, 27344, United States",home/office,2.9,Business,0.7,2.03,0.0,0.0,🐎,Start: 22:48 · MileIQ
2025-11-27,Business,home/office,"111 Walmart Supercenter, Siler City, NC, 27344, United States",6.7,Business,0.7,4.69,0.0,0.0,🐎,Start: 16:26 · MileIQ
2025-11-27,Business,"109 Walmart Supercenter, Siler City, NC, 27344, United States",home/office,3.9,Business,0.7,2.73,0.0,0.0,🐎,Start: 16:59 · MileIQ
2025-11-28,Business,home/office,home/office,2.5,Business,0.7,1.75,0.0,0.0,🐎,Start: 14:38 · MileIQ
2025-11-29,investor meetings and relations,home/office,"2089 US-220, Stokesdale, NC, 27357, United States",59.4,Business,0.7,41.58,0.0,0.0,🐎,Start: 14:17 · MileIQ
2025-11-29,solicitation,"2089 US-220, Stokesdale, NC, 27357, United States","2210 Electric Rd, Roanoke, VA, 24018, United States",80.8,Business,0.7,56.56,0.0,0.0,🐎,Start: 15:11 · MileIQ
2025-11-29,investor meetings and relations,"4426 Grandin Rd SW, Cave Spring, VA, 24018, United States",home/office,142.0,Business,0.7,99.4,0.0,0.0,🐎,Start: 18:42 · MileIQ
2025-11-30,Errand/Supplies,home/office,"1671 W 3rd St, Siler City, NC, 27344, United States",2.4,Business,0.7,1.68,0.0,0.0,🐎,Start: 13:05 · MileIQ
2025-12-01,Business,home/office,"10203 S Main St, Archdale, NC, 27263, United States",56.0,Business,0.7,39.2,0.0,0.0,🐎,Start: 12:33 · MileIQ
2025-12-01,Business,"10203 S Main St, Archdale, NC, 27263, United States","1025 Randolph St, Thomasville, NC, 27360, United States",8.2,Business,0.7,5.74,0.0,0.0,🐎,Start: 13:44 · MileIQ
2025-12-01,Business,"1036 Randolph St, Thomasville, NC, 27360, United States","701 N 2nd Ave, Siler City, NC, 27344, United States",48.6,Business,0.7,34.02,0.0,0.0,🐎,Start: 16:08 · MileIQ
2025-12-01,Business,"610 N 2nd Ave, Siler City, NC, 27344, United States",home/office,4.4,Business,0.7,3.08,0.0,0.0,🐎,Start: 17:08 · MileIQ
2025-12-02,Business,"1958 W 3rd St, Siler City, NC, 27344, United States","910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",38.1,Business,0.7,26.67,0.0,0.0,🐎,Start: 18:02 · MileIQ
2025-12-03,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",home/office,38.0,Business,0.7,26.6,0.0,0.0,🐎,Start: 00:21 · MileIQ
2025-12-03,Business,home/office,home/office,2.5,Business,0.7,1.75,0.0,0.0,🐎,Start: 16:37 · MileIQ
2025-12-04,Meeting,home/office,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",36.5,Business,0.7,25.55,0.0,0.0,🐎,Start: 17:55 · MileIQ
2025-12-05,Business,"2403 W Meadowview Rd, Greensboro, NC, 27407, United States",home/office,35.5,Business,0.7,24.85,0.0,0.0,🐎,Start: 00:33 · MileIQ
2025-12-05,Business,"1612 W 3rd St, Siler City, NC, 27344, United States","910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",48.6,Business,0.7,34.02,0.0,0.0,🐎,Start: 19:01 · MileIQ
2025-12-06,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States","6471 Bethel Church Rd, Gibsonville, NC, 27249, United States",18.1,Business,0.7,12.67,0.0,0.0,🐎,Start: 01:13 · MileIQ
2025-12-06,Business,"301 Sedalia Rd, Gibsonville, NC, 27249, United States",home/office,40.4,Business,0.7,28.28,0.0,0.0,🐎,Start: 10:03 · MileIQ
2025-12-08,Business,home/office,"5932 US-311, Sophia, NC, 27350, United States",52.5,Business,0.7,36.75,0.0,0.0,🐎,Start: 12:45 · MileIQ
2025-12-08,Business,"5932 US-311, Sophia, NC, 27350, United States","701 N 2nd Ave, Siler City, NC, 27344, United States",30.0,Business,0.7,21.0,0.0,0.0,🐎,Start: 15:12 · MileIQ
2025-12-08,Business,"610 N 2nd Ave, Siler City, NC, 27344, United States",home/office,1.9,Business,0.7,1.33,0.0,0.0,🐎,Start: 16:04 · MileIQ
2025-12-09,Business,home/office,"1322 E 11th St, Siler City, NC, 27344, United States",2.7,Business,0.7,1.89,0.0,0.0,🐎,Start: 19:41 · MileIQ
2025-12-09,vehicle maintenance,"1322 E 11th St, Siler City, NC, 27344, United States",home/office,2.7,Business,0.7,1.89,0.0,0.0,🐎,Start: 20:07 · MileIQ
2025-12-11,Business,"720 W 3rd St, Siler City, NC, 27344, United States",home/office,3.5,Business,0.7,2.45,0.0,0.0,🐎,Start: 09:46 · MileIQ
2025-12-11,Business,home/office,high falls oil,40.2,Business,0.7,28.14,0.0,0.0,🐎,Start: 13:34 · MileIQ
2025-12-11,Business,high falls oil,"6908 W Market St, Greensboro, NC, 27409, United States",19.5,Business,0.7,13.65,0.0,0.0,🐎,Start: 14:46 · MileIQ
2025-12-11,Business,"6814 W Market St, Greensboro, NC, 27409, United States","3802 S Holden Rd, Greensboro, NC, 27406, United States",10.5,Business,0.7,7.35,0.0,0.0,🐎,Start: 15:23 · MileIQ
2025-12-11,Business,"3802 S Holden Rd, Greensboro, NC, 27406, United States","3227 S Holden Rd, Greensboro, NC, 27407, United States",1.6,Business,0.7,1.12,0.0,0.0,🐎,Start: 16:56 · MileIQ
2025-12-11,Business,"3227 S Holden Rd, Greensboro, NC, 27407, United States","910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",3.2,Business,0.7,2.24,0.0,0.0,🐎,Start: 17:16 · MileIQ
2025-12-12,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States","6509 Bethel Church Rd, Gibsonville, NC, 27249, United States",18.3,Business,0.7,12.81,0.0,0.0,🐎,Start: 00:02 · MileIQ
2025-12-12,Business,"6509 Bethel Church Rd, Gibsonville, NC, 27249, United States",high falls oil,31.4,Business,0.7,21.98,0.0,0.0,🐎,Start: 09:52 · MileIQ
2025-12-12,Business,high falls oil,home/office,36.0,Business,0.7,25.2,0.0,0.0,🐎,Start: 11:20 · MileIQ
2025-12-12,Business,home/office,"1523 E 11th St, Siler City, NC, 27344, United States",3.0,Business,0.7,2.1,0.0,0.0,🐎,Start: 18:15 · MileIQ
2025-12-12,Business,"1605 E 11th St, Siler City, NC, 27344, United States",home/office,5.2,Business,0.7,3.64,0.0,0.0,🐎,Start: 18:41 · MileIQ
2025-12-15,Business,home/office,"776 W Dixie Dr, Asheboro, NC, 27205, United States",20.6,Business,0.7,14.42,0.0,0.0,🐎,Start: 11:27 · MileIQ
2025-12-15,Business,"1529 U.S. Hwy 64 W, Asheboro, NC, 27205, United States","107 Fleer Rd, Thomasville, NC, 27360, United States",24.1,Business,0.7,16.87,0.0,0.0,🐎,Start: 12:27 · MileIQ
2025-12-15,Business,"215 Cedar Lodge Rd, Thomasville, NC, 27360, United States","1309 S Main St, Lexington, NC, 27292, United States",12.2,Business,0.7,8.54,0.0,0.0,🐎,Start: 13:07 · MileIQ
2025-12-15,Business,"1400 S Main St, Lexington, NC, 27292, United States","1000 Meade Dr, Greensboro, NC, Hamilton Hills, 27410, United States",39.1,Business,0.7,27.37,0.0,0.0,🐎,Start: 13:48 · MileIQ
2025-12-15,Business,"916 Meade Dr, Greensboro, NC, Hamilton Hills, 27410, United States","5031 Old Greensboro Rd, Randleman, NC, 27317, United States",25.5,Business,0.7,17.85,0.0,0.0,🐎,Start: 15:02 · MileIQ
2025-12-15,Business,"367 Queens Way, Randleman, NC, 27317, United States",home/office,24.9,Business,0.7,17.43,0.0,0.0,🐎,Start: 17:55 · MileIQ
2025-12-17,Business,home/office,"1400 NC-66, Kernersville, NC, 27284, United States",58.4,Business,0.7,40.88,0.0,0.0,🐎,Start: 12:29 · MileIQ
2025-12-17,Business,"1400 NC-66, Kernersville, NC, 27284, United States",high falls oil,25.6,Business,0.7,17.92,0.0,0.0,🐎,Start: 14:04 · MileIQ
2025-12-17,Business,high falls oil,"US-421, Siler City, NC, 27344, United States",41.6,Business,0.7,29.12,0.0,0.0,🐎,Start: 15:10 · MileIQ
2025-12-17,Business,"14215 US-64, Siler City, NC, 27344, United States",home/office,5.0,Business,0.7,3.5,0.0,0.0,🐎,Start: 16:48 · MileIQ
2025-12-18,Business,home/office,"2651 Randleman Rd, Greensboro, NC, 27406, United States",34.5,Business,0.7,24.15,0.0,0.0,🐎,Start: 11:39 · MileIQ
2025-12-18,Business,"2651 Randleman Rd, Greensboro, NC, 27406, United States","364 Queens Way, Randleman, NC, 27317, United States",19.7,Business,0.7,13.79,0.0,0.0,🐎,Start: 14:06 · MileIQ
2025-12-18,Business,"423 Queens Way, Randleman, NC, 27317, United States",home/office,23.7,Business,0.7,16.59,0.0,0.0,🐎,Start: 16:19 · MileIQ
2025-12-18,Business,"1205 W 3rd St, Siler City, NC, 27344, United States","910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",38.5,Business,0.7,26.95,0.0,0.0,🐎,Start: 17:49 · MileIQ
2025-12-19,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States","6407 Monnett Rd, Climax, NC, 27233, United States",16.2,Business,0.7,11.34,0.0,0.0,🐎,Start: 00:07 · MileIQ
2025-12-19,Business,"6407 Monnett Rd, Climax, NC, 27233, United States","1754 W 3rd St, Siler City, NC, 27344, United States",21.3,Business,0.7,14.91,0.0,0.0,🐎,Start: 00:26 · MileIQ
2025-12-19,Business,home/office,"1322 E 11th St, Siler City, NC, 27344, United States",2.6,Business,0.7,1.82,0.0,0.0,🐎,Start: 15:52 · MileIQ
2025-12-19,Business,"1322 E 11th St, Siler City, NC, 27344, United States",high falls oil,36.6,Business,0.7,25.62,0.0,0.0,🐎,Start: 16:56 · MileIQ
2025-12-19,Business,high falls oil,"109 W Elmsley Dr, Greensboro, NC, 27406, United States",12.0,Business,0.7,8.4,0.0,0.0,🐎,Start: 18:10 · MileIQ
2025-12-19,Business,"109 W Elmsley Dr, Greensboro, NC, 27406, United States",home/office,30.6,Business,0.7,21.42,0.0,0.0,🐎,Start: 19:29 · MileIQ
2025-12-20,Business,home/office,"207 Chatham Sq, Siler City, NC, 27344, United States",3.5,Business,0.7,2.45,0.0,0.0,🐎,Start: 18:15 · MileIQ
